Nitrogen,Potassium,Phosphorous,Fertilizer Name
8.19087554210242,8.8120779679036,29.249875315023058,Fourteen-Thirty Five-Fourteen
8.330763092126409,9.082157698071468,29.569507786266733,Fourteen-Thirty Five-Fourteen
9.102951668437106,9.002295561304068,30.04133279479636,Fourteen-Thirty Five-Fourteen
8.256040128401288,8.390330096334562,30.0905072977353,Fourteen-Thirty Five-Fourteen
8.22883890903223,8.685520981724288,30.47641818689556,Fourteen-Thirty Five-Fourteen
8.046150058311822,8.761011229413045,28.036761211889765,Fourteen-Thirty Five-Fourteen
8.718344746178065,8.156347968966642,29.501061680684685,Fourteen-Thirty Five-Fourteen
8.343427974587941,8.692254120870853,29.914655114282297,Fourteen-Thirty Five-Fourteen
8.423359169510045,9.249061424699075,30.58953014731916,Fourteen-Thirty Five-Fourteen
8.484073353623266,7.960966728386148,29.167478057403144,Fourteen-Thirty Five-Fourteen
8.85632127904123,7.882671963542748,29.179347973750524,Fourteen-Thirty Five-Fourteen
7.941393001147359,9.255521993040016,29.17282295766136,Fourteen-Thirty Five-Fourteen
8.248855999097346,8.350330091267029,28.370662904466784,Fourteen-Thirty Five-Fourteen
8.22782018652388,8.311101052827201,28.82139701189082,Fourteen-Thirty Five-Fourteen
8.142261905092852,8.323690591538305,29.26298656708607,Fourteen-Thirty Five-Fourteen
7.82290770137103,8.449046796197159,29.679310371147384,Fourteen-Thirty Five-Fourteen
8.04317090522448,8.844196717043028,29.38330126830907,Fourteen-Thirty Five-Fourteen
8.647483666769178,8.634094099149145,28.937448577534234,Fourteen-Thirty Five-Fourteen
8.709639497286169,8.632917789277071,30.67399345785873,Fourteen-Thirty Five-Fourteen
8.817230474514247,8.396106336563282,30.066490220130746,Fourteen-Thirty Five-Fourteen
7.949047741411167,8.384993905903627,28.942514525922068,Fourteen-Thirty Five-Fourteen
8.93160015844568,9.067005316810894,30.70236305435507,Fourteen-Thirty Five-Fourteen
7.715954813940193,8.7717455973468,29.306871529159068,Fourteen-Thirty Five-Fourteen
7.969026058282657,8.533950064823824,29.751064566501363,Fourteen-Thirty Five-Fourteen
8.266187621668365,8.236249843149029,29.345504301232594,Fourteen-Thirty Five-Fourteen
8.509531843566513,9.070551034544955,29.989395194288328,Fourteen-Thirty Five-Fourteen
8.02344306899753,9.176903747527094,30.26397697302223,Fourteen-Thirty Five-Fourteen
8.130064792258468,8.14272541049915,28.099909316215744,Fourteen-Thirty Five-Fourteen
8.874111286387151,8.89392206266974,29.356532797029494,Fourteen-Thirty Five-Fourteen
8.36792165201267,8.22291177117846,30.449773757591004,Fourteen-Thirty Five-Fourteen
7.867522213926561,8.260101499733237,30.549862895301274,Fourteen-Thirty Five-Fourteen
7.899567401666343,8.556259694554312,30.448399360815184,Fourteen-Thirty Five-Fourteen
8.304830111988236,8.968397342050874,28.769851607275335,Fourteen-Thirty Five-Fourteen
8.191052103725385,8.844106117935397,29.8318100479922,Fourteen-Thirty Five-Fourteen
8.26477609205539,8.461372787476677,29.390331163591682,Fourteen-Thirty Five-Fourteen
8.044351240269405,8.792247276039475,28.72379185788536,Fourteen-Thirty Five-Fourteen
8.19788967972623,8.710257906582658,29.416570644895735,Fourteen-Thirty Five-Fourteen
8.492597360549944,8.362112946901053,30.267774898638173,Fourteen-Thirty Five-Fourteen
8.754682679671701,8.375543365108628,29.095708761878583,Fourteen-Thirty Five-Fourteen
7.608256293263846,8.6636578704019,31.19088630280607,Fourteen-Thirty Five-Fourteen
8.090406538734479,8.55636751575543,28.205398251489065,Fourteen-Thirty Five-Fourteen
7.931027050850025,8.866307362354393,30.41117884242436,Fourteen-Thirty Five-Fourteen
8.575723412382333,8.978944479721614,29.395865292331354,Fourteen-Thirty Five-Fourteen
8.04538411991869,9.196704156259083,28.987963101694895,Fourteen-Thirty Five-Fourteen
8.183603442796201,8.543142417314158,29.281616180138382,Fourteen-Thirty Five-Fourteen
8.128309052362798,8.502291552643145,29.794678530888348,Fourteen-Thirty Five-Fourteen
8.153298773410729,8.928882297526627,29.367522124163333,Fourteen-Thirty Five-Fourteen
8.15739790829076,8.655519695649534,28.41107256399561,Fourteen-Thirty Five-Fourteen
7.9471873108432405,8.801632973936513,29.844284976332787,Fourteen-Thirty Five-Fourteen
8.249997510043638,8.708510760936637,28.72278133990526,Fourteen-Thirty Five-Fourteen
8.296486896867567,8.367762385188609,29.883128827318355,Fourteen-Thirty Five-Fourteen
8.863523066990298,8.165905282729994,30.773866369768353,Fourteen-Thirty Five-Fourteen
7.972969055422732,8.743924554763975,28.8378609363466,Fourteen-Thirty Five-Fourteen
8.089119459475862,8.199086474404833,30.535438709752984,Fourteen-Thirty Five-Fourteen
9.025447971348282,8.392722591803063,29.321075632029665,Fourteen-Thirty Five-Fourteen
8.69548628223662,8.313772972122042,28.59301868678316,Fourteen-Thirty Five-Fourteen
8.493861234898548,8.579047223420897,30.568760568197224,Fourteen-Thirty Five-Fourteen
8.218585029560838,8.00785319772958,31.067938181500097,Fourteen-Thirty Five-Fourteen
8.075117814845422,8.780683206533157,29.618145746884718,Fourteen-Thirty Five-Fourteen
7.716477958036311,7.981158858485616,30.502639647830023,Fourteen-Thirty Five-Fourteen
8.447359628776805,9.180013596889664,29.70814479142882,Fourteen-Thirty Five-Fourteen
8.288254431810923,8.443541060766787,28.353497699208646,Fourteen-Thirty Five-Fourteen
8.502404860176881,8.501146251419796,29.595778110286282,Fourteen-Thirty Five-Fourteen
8.27310938666124,8.995435228191596,29.452778730708353,Fourteen-Thirty Five-Fourteen
7.9521619959445555,8.57268800723085,31.014552331507424,Fourteen-Thirty Five-Fourteen
8.335754805862532,8.613442491518857,29.342934375416988,Fourteen-Thirty Five-Fourteen
8.09669316519907,8.227574428601162,29.15933601511841,Fourteen-Thirty Five-Fourteen
8.277050776094102,8.171512675259425,29.425237580465836,Fourteen-Thirty Five-Fourteen
7.745734822879503,8.287224225111446,29.23249702289525,Fourteen-Thirty Five-Fourteen
8.212350172993178,8.535374321323777,30.61554681884775,Fourteen-Thirty Five-Fourteen
8.706546125451657,8.500679217400172,29.42578070585813,Fourteen-Thirty Five-Fourteen
7.914978438552991,9.105786929993549,30.464462175282883,Fourteen-Thirty Five-Fourteen
7.825728048617707,8.541557168066332,30.592998761803916,Fourteen-Thirty Five-Fourteen
8.064843353209767,8.423434366724814,30.32986506651634,Fourteen-Thirty Five-Fourteen
7.984173790790709,9.28508314312721,29.846791776968423,Fourteen-Thirty Five-Fourteen
8.042672386774433,7.666299516700243,30.194021422255954,Fourteen-Thirty Five-Fourteen
7.685069397275591,8.692507568991218,29.841745619343037,Fourteen-Thirty Five-Fourteen
8.432487554908528,8.072611009767064,29.057763498229274,Fourteen-Thirty Five-Fourteen
8.424359372178866,8.769592959404733,30.72137188128471,Fourteen-Thirty Five-Fourteen
7.933487572280791,8.127544607557107,28.36062145989956,Fourteen-Thirty Five-Fourteen
8.262251075919801,8.92740506392411,29.193356499087475,Fourteen-Thirty Five-Fourteen
7.981172585974574,8.844335106783408,29.612001190809806,Fourteen-Thirty Five-Fourteen
8.11264739292834,8.410472115148035,29.65056396594927,Fourteen-Thirty Five-Fourteen
8.097179382145928,8.742489019406142,28.97913539078673,Fourteen-Thirty Five-Fourteen
8.311135389443574,8.312148106965113,28.609308094241236,Fourteen-Thirty Five-Fourteen
8.51723304982185,8.530487020622319,29.06574456442432,Fourteen-Thirty Five-Fourteen
7.767873717286631,8.436161845119651,30.477179483723532,Fourteen-Thirty Five-Fourteen
8.307676546658342,8.915769935775222,30.050777429453053,Fourteen-Thirty Five-Fourteen
8.695075026178191,8.630535517993735,30.184846611737346,Fourteen-Thirty Five-Fourteen
7.544412134104732,8.678805449725814,28.051736003829202,Fourteen-Thirty Five-Fourteen
8.574233753060167,9.452877009414744,29.384844252313652,Fourteen-Thirty Five-Fourteen
8.79300998601142,8.860683303530731,29.403904320696505,Fourteen-Thirty Five-Fourteen
8.029184138751315,8.750069954456807,29.698466932192343,Fourteen-Thirty Five-Fourteen
8.280105087077105,8.529663039805872,29.309073235009052,Fourteen-Thirty Five-Fourteen
7.857719573895839,8.069463561157713,29.49743826428206,Fourteen-Thirty Five-Fourteen
8.342206179382153,8.106953382178732,29.005731033791424,Fourteen-Thirty Five-Fourteen
7.586005765848814,8.826306126418636,30.382009447321227,Fourteen-Thirty Five-Fourteen
8.000837620361548,8.534783672648077,29.814613219396083,Fourteen-Thirty Five-Fourteen
8.11600107730528,8.748104890695014,30.932304074428487,Fourteen-Thirty Five-Fourteen
8.609340057326373,8.835600919605959,30.969715716669143,Fourteen-Thirty Five-Fourteen
7.715084390419773,8.684972181054434,28.31608466963257,Fourteen-Thirty Five-Fourteen
8.900316621367688,8.81160212287881,29.514096446033395,Fourteen-Thirty Five-Fourteen
8.03530899611951,8.386450073591012,29.36093376004964,Fourteen-Thirty Five-Fourteen
7.594059194153088,8.4079414944787,29.174794311538783,Fourteen-Thirty Five-Fourteen
7.877553465090802,8.395494550878583,29.370406637483065,Fourteen-Thirty Five-Fourteen
8.305777258452721,8.837541090314124,29.27016593445759,Fourteen-Thirty Five-Fourteen
7.436294326395059,8.500422247179745,28.971773891611246,Fourteen-Thirty Five-Fourteen
8.209855387279529,8.09021751703004,28.94007522568502,Fourteen-Thirty Five-Fourteen
7.873639669171044,8.66948281442827,28.946631424331017,Fourteen-Thirty Five-Fourteen
7.88496773018423,8.456956599758426,29.760068298743604,Fourteen-Thirty Five-Fourteen
7.899153711551879,8.058333872451845,28.8070490078958,Fourteen-Thirty Five-Fourteen
8.182907415310371,8.643500923747933,30.629574214310452,Fourteen-Thirty Five-Fourteen
7.710701021741765,8.296599976809778,30.166348328217698,Fourteen-Thirty Five-Fourteen
7.875614403105983,8.670290196510651,30.06951740581431,Fourteen-Thirty Five-Fourteen
8.121775020910492,8.774270294394768,30.79343763147922,Fourteen-Thirty Five-Fourteen
8.47542558112155,8.773152743229467,30.587689015009456,Fourteen-Thirty Five-Fourteen
8.713149818031148,9.063936244092238,29.171217486250416,Fourteen-Thirty Five-Fourteen
8.110229245896123,8.357234011670586,29.301636845068266,Fourteen-Thirty Five-Fourteen
7.697159958564043,8.21084367791043,29.405754949253446,Fourteen-Thirty Five-Fourteen
7.555024603166967,8.35210562300448,28.66214129824982,Fourteen-Thirty Five-Fourteen
8.552586748738486,8.912167896135303,29.911736962350616,Fourteen-Thirty Five-Fourteen
8.480032809015762,9.014244305845992,30.165427007828768,Fourteen-Thirty Five-Fourteen
8.399388451017458,8.063566746041973,28.26445041034862,Fourteen-Thirty Five-Fourteen
8.199588444658865,8.883546740231996,29.68119612384579,Fourteen-Thirty Five-Fourteen
8.289440769279604,8.168405320132115,29.058509035612428,Fourteen-Thirty Five-Fourteen
8.768795301377946,8.452139584454594,29.34039760013619,Fourteen-Thirty Five-Fourteen
7.862321138245163,9.099107183053059,28.859419333288947,Fourteen-Thirty Five-Fourteen
8.504638555970839,8.096094133319262,28.077219909233158,Fourteen-Thirty Five-Fourteen
8.266935906428369,8.416218247891962,30.39355611612533,Fourteen-Thirty Five-Fourteen
8.466504658569788,8.967413674969631,29.503867720935954,Fourteen-Thirty Five-Fourteen
8.156053224579406,8.518691534343017,31.27784856728519,Fourteen-Thirty Five-Fourteen
8.029984876264844,8.976253306045821,28.21839494977945,Fourteen-Thirty Five-Fourteen
7.377811460532545,8.553215985295228,28.887550981697224,Fourteen-Thirty Five-Fourteen
7.344287230508661,9.182726212231366,30.48966606088263,Fourteen-Thirty Five-Fourteen
8.647202063376671,8.635547406268167,30.212147906195316,Fourteen-Thirty Five-Fourteen
7.906223303018831,8.67125448402576,29.83246755908928,Fourteen-Thirty Five-Fourteen
8.771030210256203,8.800336974820365,29.00512070734486,Fourteen-Thirty Five-Fourteen
7.8964458328942415,9.11967715724283,28.945681064894558,Fourteen-Thirty Five-Fourteen
7.849657900001272,8.661976925134647,28.35111617007817,Fourteen-Thirty Five-Fourteen
7.636105762650214,8.813025887191337,30.009580327422416,Fourteen-Thirty Five-Fourteen
8.39353865824151,9.344644652540257,30.17400250543394,Fourteen-Thirty Five-Fourteen
8.664987934746373,8.207605968460598,29.349604050774378,Fourteen-Thirty Five-Fourteen
7.829814464375525,8.665618909978736,29.90488023272223,Fourteen-Thirty Five-Fourteen
8.041058296324305,8.562024838257942,30.094869663907957,Fourteen-Thirty Five-Fourteen
8.34876853694068,8.792018855491461,29.48948753510659,Fourteen-Thirty Five-Fourteen
7.935037185511662,8.244047702328546,28.901846441058957,Fourteen-Thirty Five-Fourteen
8.452801831788236,8.73220796611887,29.36345221070243,Fourteen-Thirty Five-Fourteen
8.260790961974378,8.062691271720896,29.655336263890167,Fourteen-Thirty Five-Fourteen
8.338923229347985,8.25181371972132,29.92186893666146,Fourteen-Thirty Five-Fourteen
7.808539432362628,8.759582197126145,29.63553227948747,Fourteen-Thirty Five-Fourteen
8.562863635158804,8.85137861486591,30.702122281969228,Fourteen-Thirty Five-Fourteen
8.05696138706467,8.8514507388629,29.348666064864577,Fourteen-Thirty Five-Fourteen
8.241531234039225,8.540488438316256,28.91333908353873,Fourteen-Thirty Five-Fourteen
8.29467144126622,8.96991493602998,29.367895343778724,Fourteen-Thirty Five-Fourteen
8.648818655856466,7.717820571888913,30.815945411187922,Fourteen-Thirty Five-Fourteen
7.762243383026002,8.72376072636477,30.668531577755132,Fourteen-Thirty Five-Fourteen
7.6434859596088645,8.698295566480335,30.61007553117504,Fourteen-Thirty Five-Fourteen
8.263675436718003,8.53892904506578,29.601335046811386,Fourteen-Thirty Five-Fourteen
8.318575994705597,8.757753081605554,30.00488129550828,Fourteen-Thirty Five-Fourteen
7.97274409675398,8.436836992042336,30.27508918707627,Fourteen-Thirty Five-Fourteen
8.79211566737732,8.54894453815344,29.350728554682142,Fourteen-Thirty Five-Fourteen
8.408355156584685,8.903948568248934,29.71974526011297,Fourteen-Thirty Five-Fourteen
8.279107946626208,8.880559370303203,29.969059517758442,Fourteen-Thirty Five-Fourteen
8.650319439586212,8.613425264032832,29.438973102919135,Fourteen-Thirty Five-Fourteen
8.114338828268771,8.18937155095132,30.0143812640374,Fourteen-Thirty Five-Fourteen
8.022358626988172,9.075268544059838,28.902985736796218,Fourteen-Thirty Five-Fourteen
8.221757659953207,8.312454457991617,29.550384328571955,Fourteen-Thirty Five-Fourteen
7.816557833013492,8.236027206737027,29.48380034058673,Fourteen-Thirty Five-Fourteen
8.450379560074355,9.098114097834252,30.69423775333336,Fourteen-Thirty Five-Fourteen
7.730313200425492,8.469735426816863,31.114220716001483,Fourteen-Thirty Five-Fourteen
8.009102296916602,8.485253886940383,29.170336099453472,Fourteen-Thirty Five-Fourteen
8.435241621639578,8.89274973314963,29.691884817528308,Fourteen-Thirty Five-Fourteen
7.952007079568533,8.857119028393006,29.718640500021134,Fourteen-Thirty Five-Fourteen
7.703339474206277,8.278992361624674,30.53918259039005,Fourteen-Thirty Five-Fourteen
8.779839214318717,8.569717728637915,30.18692419710704,Fourteen-Thirty Five-Fourteen
8.59361362200375,8.464351963575886,29.36793020154562,Fourteen-Thirty Five-Fourteen
8.40372074620622,8.813097747988177,28.84795111776709,Fourteen-Thirty Five-Fourteen
8.113655493875825,8.816756547025578,30.74014877053139,Fourteen-Thirty Five-Fourteen
8.118654831899107,8.335540596403689,29.192481533007758,Fourteen-Thirty Five-Fourteen
8.052276859355876,8.53486234726977,28.570210010443624,Fourteen-Thirty Five-Fourteen
8.52641874697275,7.879550609113484,28.317656244849662,Fourteen-Thirty Five-Fourteen
7.975725253988615,8.76517731397362,28.98112628219384,Fourteen-Thirty Five-Fourteen
8.357678514101767,8.592419368632958,28.276263749692646,Fourteen-Thirty Five-Fourteen
8.701074296178055,8.520488423349025,29.625687992602924,Fourteen-Thirty Five-Fourteen
7.655322444315701,8.53427374781256,30.240226217814698,Fourteen-Thirty Five-Fourteen
8.119251783298472,8.285698256298176,29.529881302154415,Fourteen-Thirty Five-Fourteen
8.203095908577696,8.863606164344755,30.425965741300637,Fourteen-Thirty Five-Fourteen
8.678237548626749,8.587033163910949,30.91519479771696,Fourteen-Thirty Five-Fourteen
7.432445403550735,8.783519517663104,29.325909406940507,Fourteen-Thirty Five-Fourteen
7.520847519688906,8.259417434768743,29.752679755667838,Fourteen-Thirty Five-Fourteen
8.315650202547397,8.4420540839391,29.768043459419708,Fourteen-Thirty Five-Fourteen
8.000703903211132,8.794943892122623,29.81537502241196,Fourteen-Thirty Five-Fourteen
7.783767275765461,8.632505037336015,30.207882547371547,Fourteen-Thirty Five-Fourteen
7.938237865459678,8.111722845160402,29.22099819177205,Fourteen-Thirty Five-Fourteen
8.469325107266476,8.425515025576571,30.092619016006832,Fourteen-Thirty Five-Fourteen
7.598053159801136,8.258496263362636,29.90741926635797,Fourteen-Thirty Five-Fourteen
8.326270760982087,8.485121658088463,29.082030713949937,Fourteen-Thirty Five-Fourteen
8.566405149831258,8.491364009280579,30.778673178319245,Fourteen-Thirty Five-Fourteen
8.20980093468219,8.579058055073371,29.190056181983532,Fourteen-Thirty Five-Fourteen
8.6560505241701,8.130790710867842,30.158911781508163,Fourteen-Thirty Five-Fourteen
8.072289083462294,8.183438944993888,29.73109925863129,Fourteen-Thirty Five-Fourteen
7.87038392565768,9.006591352477423,29.136971646797097,Fourteen-Thirty Five-Fourteen
7.77319195187938,8.165950465665658,30.76104065621525,Fourteen-Thirty Five-Fourteen
8.299956554779236,8.417934439864059,30.09981618411034,Fourteen-Thirty Five-Fourteen
8.192591927867388,8.557840452302697,30.32480289038612,Fourteen-Thirty Five-Fourteen
8.507988699546416,8.045074984734281,29.615395921990903,Fourteen-Thirty Five-Fourteen
8.562217564703218,8.678735740284337,29.693519273621252,Fourteen-Thirty Five-Fourteen
7.392731539642913,8.927226047861204,29.05043394785834,Fourteen-Thirty Five-Fourteen
8.223924060787402,8.852705342940764,30.395733434078736,Fourteen-Thirty Five-Fourteen
7.910001169420804,8.716332982305909,29.25101906118048,Fourteen-Thirty Five-Fourteen
8.187906595641191,8.602912049037752,30.417900658869897,Fourteen-Thirty Five-Fourteen
8.042169114894245,9.106261092887161,29.857059827104727,Fourteen-Thirty Five-Fourteen
7.301637028116782,8.562475657157119,28.28077085273232,Fourteen-Thirty Five-Fourteen
8.357227600233946,8.579325931938337,29.59834173269535,Fourteen-Thirty Five-Fourteen
9.099664016568228,8.44995732550486,29.911505397273366,Fourteen-Thirty Five-Fourteen
9.458627681706815,8.943448082494013,29.81484624716419,Fourteen-Thirty Five-Fourteen
8.424456830473323,8.52144412598782,30.236931132707685,Fourteen-Thirty Five-Fourteen
7.764715037604216,8.637476283373678,29.051937063754703,Fourteen-Thirty Five-Fourteen
8.415925709961043,9.019254813898646,28.597065423548194,Fourteen-Thirty Five-Fourteen
8.245079011971258,8.7288838728565,29.138842940741984,Fourteen-Thirty Five-Fourteen
8.303740734546565,8.835144122148687,29.79621642080926,Fourteen-Thirty Five-Fourteen
8.042584213074388,8.913923684353415,30.834276365389936,Fourteen-Thirty Five-Fourteen
8.301544746208645,8.942131935007755,29.85877415494385,Fourteen-Thirty Five-Fourteen
7.734789698093338,8.86184760743942,30.492012098918583,Fourteen-Thirty Five-Fourteen
8.73531458925882,8.551032030208635,31.66319920220059,Fourteen-Thirty Five-Fourteen
8.484753180224411,8.593063713511524,28.674998251429802,Fourteen-Thirty Five-Fourteen
7.888965021091012,8.377279979647996,28.632975535285798,Fourteen-Thirty Five-Fourteen
8.913823785279282,8.834391730370871,27.98730119458166,Fourteen-Thirty Five-Fourteen
8.24378001146037,8.675523179713641,29.625240748893464,Fourteen-Thirty Five-Fourteen
9.311861018761293,8.359462606446288,30.864315407803556,Fourteen-Thirty Five-Fourteen
8.181175528847207,9.317906837322841,27.310003046449218,Fourteen-Thirty Five-Fourteen
8.31117681622483,9.248023115264187,30.043806976687716,Fourteen-Thirty Five-Fourteen
7.76115146670422,7.996428210702012,28.976863640529924,Fourteen-Thirty Five-Fourteen
7.741166716673813,8.127227670303224,30.881970854755334,Fourteen-Thirty Five-Fourteen
8.21524920622075,8.270916118500498,28.706355556946516,Fourteen-Thirty Five-Fourteen
7.669927297696931,8.753793009282651,29.79009912525597,Fourteen-Thirty Five-Fourteen
7.897862895607148,9.127427336717531,28.882862082998315,Fourteen-Thirty Five-Fourteen
7.960867753320481,8.641438106535524,28.751891380097778,Fourteen-Thirty Five-Fourteen
8.384175525059613,8.1047207785068,28.92701781364559,Fourteen-Thirty Five-Fourteen
8.841002226464422,8.62548541592917,29.886036521161007,Fourteen-Thirty Five-Fourteen
8.005687256417415,8.844344539799447,29.478134501852633,Fourteen-Thirty Five-Fourteen
7.807070746568913,9.071285891893226,29.809712155848384,Fourteen-Thirty Five-Fourteen
8.655885734407075,8.499778495255999,28.9104719928599,Fourteen-Thirty Five-Fourteen
8.397410386360999,8.732133777163495,29.959508769000266,Fourteen-Thirty Five-Fourteen
8.486769306615471,8.341698090539156,31.043566371503637,Fourteen-Thirty Five-Fourteen
8.488961386365242,8.861457012946142,28.145893813881926,Fourteen-Thirty Five-Fourteen
7.592363544035575,8.234507766662684,28.309879645413094,Fourteen-Thirty Five-Fourteen
8.098313279383875,8.70546294013216,29.78200356299046,Fourteen-Thirty Five-Fourteen
8.500044263082131,9.402084775664443,28.637198565584473,Fourteen-Thirty Five-Fourteen
7.878449606866083,8.927793938423648,29.122883774602908,Fourteen-Thirty Five-Fourteen
7.682513623035387,8.287430200111245,29.751278291467795,Fourteen-Thirty Five-Fourteen
8.244563114913891,8.57625858954147,29.83277618799058,Fourteen-Thirty Five-Fourteen
8.383331655254361,8.173238097121544,29.082954382311232,Fourteen-Thirty Five-Fourteen
8.50048819321469,8.699991413959209,28.58370588848154,Fourteen-Thirty Five-Fourteen
8.162219846942167,8.638539924705029,28.573439478571167,Fourteen-Thirty Five-Fourteen
7.0659023291137455,8.253539011455588,30.360545737718372,Fourteen-Thirty Five-Fourteen
7.670445878940854,8.638848290329147,28.629735782914224,Fourteen-Thirty Five-Fourteen
8.010715746791748,9.251443561795865,29.991385154529112,Fourteen-Thirty Five-Fourteen
8.934186540889982,7.730644146282167,29.57657790572014,Fourteen-Thirty Five-Fourteen
8.540645306383286,8.69670012900822,29.63184621139384,Fourteen-Thirty Five-Fourteen
7.870834937875474,9.028104389063113,29.1803238401587,Fourteen-Thirty Five-Fourteen
8.879822468707491,8.60856262042413,30.493123619939773,Fourteen-Thirty Five-Fourteen
7.7849459120683235,8.608054274679109,30.223426773040423,Fourteen-Thirty Five-Fourteen
7.8796108152078475,8.206555465930437,29.125197151688905,Fourteen-Thirty Five-Fourteen
8.000598479620997,9.163826765517513,27.899152951900803,Fourteen-Thirty Five-Fourteen
7.957289301225582,9.090528792105484,29.441542189950137,Fourteen-Thirty Five-Fourteen
8.772244144868825,8.569844024806882,29.22590097646196,Fourteen-Thirty Five-Fourteen
8.921071207460876,8.77918094866951,29.52163326314201,Fourteen-Thirty Five-Fourteen
7.743360245428982,8.492015865143873,29.008585424961602,Fourteen-Thirty Five-Fourteen
7.794240033738756,8.925143068828834,28.727550945734208,Fourteen-Thirty Five-Fourteen
7.699478611263919,8.95092337346631,29.52998232274134,Fourteen-Thirty Five-Fourteen
7.4299817608802305,8.717438075410335,28.843121088124605,Fourteen-Thirty Five-Fourteen
8.178417713161961,8.733113953258796,30.994693865674904,Fourteen-Thirty Five-Fourteen
8.467539809721314,8.189359482114455,30.579387690631197,Fourteen-Thirty Five-Fourteen
7.978067227944459,8.22799995287241,29.999754159547958,Fourteen-Thirty Five-Fourteen
8.370897047966766,8.11398906019097,30.180056533316368,Fourteen-Thirty Five-Fourteen
8.158238500659486,9.180525371786905,28.47698666241434,Fourteen-Thirty Five-Fourteen
7.9777372738023695,8.952250735894419,29.695056376433474,Fourteen-Thirty Five-Fourteen
8.101723393351598,8.723479980635155,27.565184461894678,Fourteen-Thirty Five-Fourteen
8.316584308437319,8.423583848860352,28.227493381353884,Fourteen-Thirty Five-Fourteen
8.44645525049843,8.448859395292043,30.51016383868344,Fourteen-Thirty Five-Fourteen
8.410148535781307,8.589358667048879,29.59978780094122,Fourteen-Thirty Five-Fourteen
8.624639399585481,8.007689159953157,30.73536159567619,Fourteen-Thirty Five-Fourteen
8.482934110715137,9.130805945023134,29.31392283192009,Fourteen-Thirty Five-Fourteen
8.062116914602852,8.259736465226297,30.1884576349718,Fourteen-Thirty Five-Fourteen
7.907214359601943,8.813341278359218,29.836467193980617,Fourteen-Thirty Five-Fourteen
8.103272484867027,8.551206412702575,30.21245659191902,Fourteen-Thirty Five-Fourteen
8.151342051220697,8.778474314597153,27.968575620183344,Fourteen-Thirty Five-Fourteen
7.798386602764079,8.384635590539306,30.335307019144306,Fourteen-Thirty Five-Fourteen
7.994218599867942,8.76923719778073,29.170330894610746,Fourteen-Thirty Five-Fourteen
7.799135292953355,8.479985695890408,29.391512735321882,Fourteen-Thirty Five-Fourteen
8.487916605779503,8.829739957711032,30.265182875960612,Fourteen-Thirty Five-Fourteen
8.766346210317574,8.617551314582453,28.509779736811865,Fourteen-Thirty Five-Fourteen
7.7708272483141,8.47057617398624,30.53261685691927,Fourteen-Thirty Five-Fourteen
7.844651123330696,8.200252527763611,29.878397007521937,Fourteen-Thirty Five-Fourteen
7.997974077868881,8.915586684462854,29.219591014212487,Fourteen-Thirty Five-Fourteen
8.139069760351672,8.55189693319559,29.439799304780102,Fourteen-Thirty Five-Fourteen
7.931805757172624,8.25908372884687,29.9704614975406,Fourteen-Thirty Five-Fourteen
8.100810600809725,8.542432283089306,28.51893161744026,Fourteen-Thirty Five-Fourteen
8.195165188528645,8.70820941420679,30.08510626217318,Fourteen-Thirty Five-Fourteen
8.962182734429419,8.439963596982784,29.537973667537656,Fourteen-Thirty Five-Fourteen
7.7686140416644855,8.070600965263662,30.256710094945376,Fourteen-Thirty Five-Fourteen
7.669971023034916,8.653629726201194,30.164919150588844,Fourteen-Thirty Five-Fourteen
8.910452595375737,8.858817534211934,30.391253430255887,Fourteen-Thirty Five-Fourteen
8.504683885629957,8.938491176626881,29.07214200167817,Fourteen-Thirty Five-Fourteen
9.091931961335172,8.3913225179281,29.11685033642518,Fourteen-Thirty Five-Fourteen
8.75964559832023,9.351750292398554,30.26374630649108,Fourteen-Thirty Five-Fourteen
8.567462093060307,8.385786586784125,29.38077675823384,Fourteen-Thirty Five-Fourteen
7.832570446051811,8.328056012966647,30.931633465488456,Fourteen-Thirty Five-Fourteen
7.680295460655053,8.87510846457883,30.497790482863145,Fourteen-Thirty Five-Fourteen
8.15514892867842,8.650058824517808,26.861176912304284,Fourteen-Thirty Five-Fourteen
8.300180544670232,8.280273780408159,27.867581953431852,Fourteen-Thirty Five-Fourteen
8.398107253832483,8.285547130474066,29.467429743024507,Fourteen-Thirty Five-Fourteen
8.191297989582953,8.790819027733905,29.397793520337157,Fourteen-Thirty Five-Fourteen
8.08426587921546,8.418721461147932,29.406616298835456,Fourteen-Thirty Five-Fourteen
8.578099520122453,8.853640589552311,29.206719577995113,Fourteen-Thirty Five-Fourteen
8.197357762466396,8.492624033541563,28.69219737862738,Fourteen-Thirty Five-Fourteen
9.056493479493637,8.32508738581916,30.039021158339317,Fourteen-Thirty Five-Fourteen
8.2470980547527,8.90371241145281,27.770627638454467,Fourteen-Thirty Five-Fourteen
8.504060456835276,8.755650986891654,27.569287736600476,Fourteen-Thirty Five-Fourteen
8.324885863636597,8.782271451777564,28.663049571917774,Fourteen-Thirty Five-Fourteen
8.010847691997506,8.497555216963441,28.95525383684298,Fourteen-Thirty Five-Fourteen
8.076458965001425,9.163130541215928,30.033646243976502,Fourteen-Thirty Five-Fourteen
8.317229032917558,8.85953641197073,28.957508021686678,Fourteen-Thirty Five-Fourteen
